Ctyname,stname,ststatus,stcode,ctycode,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Cases2020,cases2021,cases2022,cases2023
Jim Hogg County,Texas,Low Incidence,48,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Wells County,Texas,Low Incidence,48,249,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Johnson County,Texas,Low Incidence,48,251,0,5,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
Jones County,Texas,Low Incidence,48,253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnes County,Texas,Low Incidence,48,255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaufman County,Texas,Low Incidence,48,257,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Kendall County,Texas,Low Incidence,48,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kenedy County,Texas,Low Incidence,48,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent County,Texas,Low Incidence,48,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerr County,Texas,Low Incidence,48,265,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kimble County,Texas,Low Incidence,48,267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King County,Texas,Low Incidence,48,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinney County,Texas,Low Incidence,48,271,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kleberg County,Texas,Low Incidence,48,273,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Knox County,Texas,Low Incidence,48,275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar County,Texas,Low Incidence,48,277,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Lamb County,Texas,Low Incidence,48,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampasas County,Texas,Low Incidence,48,281,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Salle County,Texas,Low Incidence,48,283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavaca County,Texas,Low Incidence,48,285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Lee County,Texas,Low Incidence,48,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon County,Texas,Low Incidence,48,289,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Liberty County,Texas,Low Incidence,48,291,0,0,0,0,1,1,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0
Limestone County,Texas,Low Incidence,48,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lipscomb County,Texas,Low Incidence,48,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Oak County,Texas,Low Incidence,48,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llano County,Texas,Low Incidence,48,299,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Loving County,Texas,Low Incidence,48,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock County,Texas,Low Incidence,48,303,1,1,0,0,0,1,2,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0
Lynn County,Texas,Low Incidence,48,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCulloch County,Texas,Low Incidence,48,307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
McLennan County,Texas,Low Incidence,48,309,0,1,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
McMullen County,Texas,Low Incidence,48,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County,Texas,Low Incidence,48,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion County,Texas,Low Incidence,48,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin County,Texas,Low Incidence,48,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mason County,Texas,Low Incidence,48,319,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matagorda County,Texas,Low Incidence,48,321,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Maverick County,Texas,Low Incidence,48,323,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medina County,Texas,Low Incidence,48,325,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Menard County,Texas,Low Incidence,48,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midland County,Texas,Low Incidence,48,329,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Milam County,Texas,Low Incidence,48,331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mills County,Texas,Low Incidence,48,333,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mitchell County,Texas,Low Incidence,48,335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montague County,Texas,Low Incidence,48,337,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montgomery County,Texas,Low Incidence,48,339,1,0,0,2,1,0,7,8,7,11,3,10,6,1,2,1,1,0,0,1,1,1,0
Moore County,Texas,Low Incidence,48,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morris County,Texas,Low Incidence,48,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Motley County,Texas,Low Incidence,48,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacogdoches County,Texas,Low Incidence,48,347,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Navarro County,Texas,Low Incidence,48,349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newton County,Texas,Low Incidence,48,351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolan County,Texas,Low Incidence,48,353,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nueces County,Texas,Low Incidence,48,355,0,1,0,0,1,0,3,6,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0
Ochiltree County,Texas,Low Incidence,48,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oldham County,Texas,Low Incidence,48,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange County,Texas,Low Incidence,48,361,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Palo Pinto County,Texas,Low Incidence,48,363,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Panola County,Texas,Low Incidence,48,365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Parker County,Texas,Low Incidence,48,367,2,1,2,0,0,1,0,5,1,1,3,1,0,0,0,0,1,2,0,0,0,0,0
Parmer County,Texas,Low Incidence,48,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pecos County,Texas,Low Incidence,48,371,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Polk County,Texas,Low Incidence,48,373,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,3,0,1
Potter County,Texas,Low Incidence,48,375,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Presidio County,Texas,Low Incidence,48,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rains County,Texas,Low Incidence,48,379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Randall County,Texas,Low Incidence,48,381,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0
Reagan County,Texas,Low Incidence,48,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real County,Texas,Low Incidence,48,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red River County,Texas,Low Incidence,48,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reeves County,Texas,Low Incidence,48,389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Refugio County,Texas,Low Incidence,48,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberts County,Texas,Low Incidence,48,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robertson County,Texas,Low Incidence,48,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rockwall County,Texas,Low Incidence,48,397,0,2,0,1,0,0,3,0,6,3,1,1,0,0,0,0,0,1,1,0,0,0,0
Runnels County,Texas,Low Incidence,48,399,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rusk County,Texas,Low Incidence,48,401,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sabine County,Texas,Low Incidence,48,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
San Augustine County,Texas,Low Incidence,48,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Jacinto County,Texas,Low Incidence,48,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Patricio County,Texas,Low Incidence,48,409,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
San Saba County,Texas,Low Incidence,48,411,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schleicher County,Texas,Low Incidence,48,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scurry County,Texas,Low Incidence,48,415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shackelford County,Texas,Low Incidence,48,417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelby County,Texas,Low Incidence,48,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman County,Texas,Low Incidence,48,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smith County,Texas,Low Incidence,48,423,0,1,0,0,0,2,2,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
Somervell County,Texas,Low Incidence,48,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starr County,Texas,Low Incidence,48,427,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephens County,Texas,Low Incidence,48,429,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sterling County,Texas,Low Incidence,48,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stonewall County,Texas,Low Incidence,48,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutton County,Texas,Low Incidence,48,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swisher County,Texas,Low Incidence,48,437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarrant County,Texas,Low Incidence,48,439,27,7,5,5,3,3,2,19,22,17,5,2,5,2,4,5,4,2,0,0,2,2,3
Taylor County,Texas,Low Incidence,48,441,1,2,0,1,1,1,0,2,6,1,0,3,2,0,0,0,0,0,0,0,0,0,0
Terrell County,Texas,Low Incidence,48,443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry County,Texas,Low Incidence,48,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throckmorton County,Texas,Low Incidence,48,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titus County,Texas,Low Incidence,48,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Green County,Texas,Low Incidence,48,451,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
Travis County,Texas,Low Incidence,48,453,7,38,12,27,17,2,2,8,8,4,9,3,6,4,4,5,4,5,0,0,4,1,1
Trinity County,Texas,Low Incidence,48,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tyler County,Texas,Low Incidence,48,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upshur County,Texas,Low Incidence,48,459,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton County,Texas,Low Incidence,48,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uvalde County,Texas,Low Incidence,48,463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Val Verde County,Texas,Low Incidence,48,465,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Zandt County,Texas,Low Incidence,48,467,0,0,0,0,0,1,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Victoria County,Texas,Low Incidence,48,469,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walker County,Texas,Low Incidence,48,471,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Waller County,Texas,Low Incidence,48,473,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Ward County,Texas,Low Incidence,48,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington County,Texas,Low Incidence,48,477,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Webb County,Texas,Low Incidence,48,479,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0
Wharton County,Texas,Low Incidence,48,481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wheeler County,Texas,Low Incidence,48,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wichita County,Texas,Low Incidence,48,485,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilbarger County,Texas,Low Incidence,48,487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willacy County,Texas,Low Incidence,48,489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County,Texas,Low Incidence,48,491,0,2,1,2,1,0,2,1,1,2,3,1,1,1,0,2,0,2,0,0,0,2,2
Wilson County,Texas,Low Incidence,48,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Winkler County,Texas,Low Incidence,48,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wise County,Texas,Low Incidence,48,497,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood County,Texas,Low Incidence,48,499,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
Yoakum County,Texas,Low Incidence,48,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young County,Texas,Low Incidence,48,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zapata County,Texas,Low Incidence,48,505,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zavala County,Texas,Low Incidence,48,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaver County,Utah,Low Incidence,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Box Elder County,Utah,Low Incidence,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cache County,Utah,Low Incidence,49,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0
Carbon County,Utah,Low Incidence,49,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daggett County,Utah,Low Incidence,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis County,Utah,Low Incidence,49,11,0,1,0,0,0,0,1,0,0,0,1,3,2,2,0,2,6,1,4,0,0,1,3
Duchesne County,Utah,Low Incidence,49,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emery County,Utah,Low Incidence,49,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield County,Utah,Low Incidence,49,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand County,Utah,Low Incidence,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Iron County,Utah,Low Incidence,49,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Juab County,Utah,Low Incidence,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kane County,Utah,Low Incidence,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millard County,Utah,Low Incidence,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan County,Utah,Low Incidence,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piute County,Utah,Low Incidence,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich County,Utah,Low Incidence,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salt Lake County,Utah,Low Incidence,49,35,0,1,1,1,1,1,3,0,5,0,2,1,8,4,3,10,7,14,8,7,12,10,9
San Juan County,Utah,Low Incidence,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanpete County,Utah,Low Incidence,49,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sevier County,Utah,Low Incidence,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summit County,Utah,Low Incidence,49,43,0,1,0,0,0,1,0,1,0,2,2,0,0,1,1,4,3,2,1,1,0,0,0
Tooele County,Utah,Low Incidence,49,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Uintah County,Utah,Low Incidence,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Utah County,Utah,Low Incidence,49,49,1,0,0,0,0,2,1,1,2,0,2,1,4,3,2,2,2,2,4,2,2,2,2
Wasatch County,Utah,Low Incidence,49,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Washington County,Utah,Low Incidence,49,53,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,4,1,1,0,1,0
Wayne County,Utah,Low Incidence,49,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weber County,Utah,Low Incidence,49,57,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Addison County,Vermont,High Incidenc,50,1,0,1,1,4,8,7,8,27,38,22,44,29,57,42,43,54,91,31,80,4,4,103,128
Bennington County,Vermont,High Incidenc,50,3,2,7,8,15,22,47,50,124,104,91,174,128,168,108,144,107,140,79,83,8,1,124,149
Caledonia County,Vermont,High Incidenc,50,5,0,2,0,1,1,1,1,5,2,2,3,6,7,7,6,13,13,10,22,0,3,40,69
Chittenden County,Vermont,High Incidenc,50,7,5,7,9,8,4,11,13,40,39,31,56,68,104,60,72,92,184,95,207,14,22,274,296
Essex County,Vermont,High Incidenc,50,9,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,3,1,0,0,0,5,6
Franklin County,Vermont,High Incidenc,50,11,1,0,1,2,0,0,2,4,2,6,8,12,13,15,13,23,43,22,45,5,11,62,71
Grand Isle County,Vermont,High Incidenc,50,13,0,1,0,0,0,1,0,3,4,1,5,5,8,9,9,11,14,11,26,0,6,19,19
Lamoille County,Vermont,High Incidenc,50,15,1,1,2,0,0,0,4,4,2,4,5,3,7,9,7,12,20,6,21,0,0,33,34
Orange County,Vermont,High Incidenc,50,17,2,3,2,3,0,3,2,10,11,9,17,19,34,28,26,39,23,16,40,0,11,80,77
Orleans County,Vermont,High Incidenc,50,19,0,1,2,0,1,1,2,2,2,1,2,2,5,1,2,4,4,1,0,0,2,11,19
Rutland County,Vermont,High Incidenc,50,21,4,3,2,2,3,12,16,61,75,73,116,98,178,100,140,116,204,110,184,8,2,121,51
Washington County,Vermont,High Incidenc,50,23,1,3,6,4,2,2,6,9,12,7,15,12,11,23,20,32,60,36,62,5,21,113,117
Windham County,Vermont,High Incidenc,50,25,1,3,7,5,9,16,22,75,68,58,85,69,113,83,107,95,124,78,133,8,25,116,180
Windsor County,Vermont,High Incidenc,50,27,1,5,3,5,4,4,11,39,49,51,93,71,185,113,121,144,166,79,161,7,7,211,229
Accomack County,Virginia,High Incidenc,51,1,4,5,10,31,10,1,12,17,9,3,4,7,7,3,6,5,7,1,1,4,0,6,11
Albemarle County,Virginia,High Incidenc,51,3,4,7,4,8,0,4,3,16,26,43,43,31,30,32,37,25,42,22,20,15,23,23,25
Alleghany County,Virginia,High Incidenc,51,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,0,0,0,2,1
Amelia County,Virginia,High Incidenc,51,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,1,2,4
Amherst County,Virginia,High Incidenc,51,9,0,0,0,0,0,1,0,1,1,5,6,13,5,4,9,4,4,2,7,0,0,3,4
Appomattox County,Virginia,High Incidenc,51,11,0,0,0,0,0,0,0,0,0,1,3,0,4,1,2,0,0,0,1,0,0,3,2
Arlington County,Virginia,High Incidenc,51,13,2,3,8,7,16,11,30,33,31,16,21,10,34,28,24,5,1,10,12,16,24,38,27
Augusta County,Virginia,High Incidenc,51,15,0,0,1,1,0,0,5,9,15,35,35,25,17,27,43,14,50,39,25,28,6,23,19
Bath County,Virginia,High Incidenc,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,1,6,14
Bedford County,Virginia,High Incidenc,51,19,0,0,0,0,1,2,3,2,0,5,11,19,10,5,10,14,6,5,22,2,13,8,7
Bland County,Virginia,High Incidenc,51,21,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,1,0,7,5
Botetourt County,Virginia,High Incidenc,51,23,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,4,1,3,12,1,2,5,8
Brunswick County,Virginia,High Incidenc,51,25,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
Buchanan County,Virginia,High Incidenc,51,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
Buckingham County,Virginia,High Incidenc,51,29,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,1,1,1,0,0,1,3,2
Campbell County,Virginia,High Incidenc,51,31,0,1,0,0,2,2,1,1,0,2,9,5,2,2,5,3,1,2,10,0,2,3,3
Caroline County,Virginia,High Incidenc,51,33,1,0,0,0,0,2,4,4,0,0,2,2,5,3,7,5,2,4,3,1,0,3,3
Carroll County,Virginia,High Incidenc,51,35,0,1,0,0,0,0,1,0,0,0,3,8,20,31,35,31,78,44,34,3,9,50,69
Charles City County,Virginia,High Incidenc,51,36,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,3
Charlotte County,Virginia,High Incidenc,51,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3,6
Chesterfield County,Virginia,High Incidenc,51,41,3,4,4,1,4,2,10,16,15,6,14,13,18,18,18,22,20,6,12,0,0,5,35
Clarke County,Virginia,High Incidenc,51,43,1,0,1,1,0,6,11,14,9,22,17,8,12,9,9,14,9,11,8,5,10,10,11
Craig County,Virginia,High Incidenc,51,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4
Culpeper County,Virginia,High Incidenc,51,47,0,0,0,0,4,6,12,6,9,11,9,16,9,6,10,4,14,23,12,3,4,1,23
Cumberland County,Virginia,High Incidenc,51,49,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,2,1
Dickenson County,Virginia,High Incidenc,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Dinwiddie County,Virginia,High Incidenc,51,53,0,0,0,1,2,0,2,1,0,1,1,0,0,1,1,2,5,0,1,0,1,1,2
Essex County,Virginia,High Incidenc,51,57,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
Fairfax County,Virginia,High Incidenc,51,59,37,69,3,1,10,102,209,190,232,203,126,148,243,274,191,208,175,118,113,84,96,132,134
Fauquier County,Virginia,High Incidenc,51,61,2,3,8,3,25,8,40,38,22,21,17,29,27,23,29,19,31,38,32,15,9,26,63
Floyd County,Virginia,High Incidenc,51,63,0,0,0,0,0,0,2,5,11,14,8,33,50,47,53,73,52,34,32,6,2,66,60
